timestamp,location-long,location-lat,tag-local-identifier,individual-local-identifier
02-11-2019 21:34,77.5091,-37.859067,SNA01,AP3
02-11-2019 21:46,77.5243,-37.8544,SNA01,AP3
02-11-2019 21:52,77.52435,-37.8542,SNA01,AP3
02-11-2019 21:59,77.524267,-37.854467,SNA01,AP3
02-11-2019 22:04,77.524317,-37.854483,SNA01,AP3
02-11-2019 22:10,77.5242,-37.8546,SNA01,AP3
02-11-2019 22:15,77.524,-37.854483,SNA01,AP3
02-11-2019 22:21,77.524333,-37.854417,SNA01,AP3
02-11-2019 22:26,77.524317,-37.854617,SNA01,AP3
02-11-2019 22:32,77.5243,-37.85455,SNA01,AP3
02-11-2019 22:37,77.524283,-37.85455,SNA01,AP3
02-11-2019 22:43,77.52425,-37.854567,SNA01,AP3
02-11-2019 22:48,77.524333,-37.854567,SNA01,AP3
02-11-2019 22:54,77.52425,-37.854567,SNA01,AP3
02-11-2019 22:59,77.52435,-37.8546,SNA01,AP3
02-11-2019 23:05,77.524233,-37.8549,SNA01,AP3
02-11-2019 23:17,77.524383,-37.854383,SNA01,AP3
02-11-2019 23:22,77.5208,-37.855683,SNA01,AP3
02-11-2019 23:28,77.508217,-37.857917,SNA01,AP3
02-11-2019 23:33,77.5236,-37.865467,SNA01,AP3
02-11-2019 23:38,77.524567,-37.854633,SNA01,AP3
02-11-2019 23:44,77.524433,-37.8543,SNA01,AP3
02-11-2019 23:49,77.52435,-37.854467,SNA01,AP3
02-11-2019 23:55,77.516367,-37.8573,SNA01,AP3
03-11-2019 00:00,77.502483,-37.862767,SNA01,AP3
03-11-2019 00:05,77.524883,-37.89085,SNA01,AP3
03-11-2019 00:10,77.555383,-37.92245,SNA01,AP3
03-11-2019 00:16,77.59305,-37.951733,SNA01,AP3
03-11-2019 00:21,77.639183,-37.986033,SNA01,AP3
03-11-2019 00:26,77.6759,-38.011633,SNA01,AP3
03-11-2019 00:31,77.728433,-38.039467,SNA01,AP3
03-11-2019 00:36,77.779333,-38.068167,SNA01,AP3
03-11-2019 00:41,77.844683,-38.092317,SNA01,AP3
03-11-2019 00:47,77.9081,-38.119933,SNA01,AP3
03-11-2019 00:52,77.966683,-38.139817,SNA01,AP3
03-11-2019 00:57,78.033067,-38.14955,SNA01,AP3
03-11-2019 01:02,78.071867,-38.156567,SNA01,AP3
03-11-2019 01:07,78.13385,-38.167967,SNA01,AP3
03-11-2019 01:13,78.19925,-38.16765,SNA01,AP3
03-11-2019 01:18,78.262567,-38.186067,SNA01,AP3
03-11-2019 01:23,78.32535,-38.171833,SNA01,AP3
03-11-2019 01:28,78.375967,-38.148733,SNA01,AP3
03-11-2019 01:33,78.42335,-38.111783,SNA01,AP3
03-11-2019 01:39,78.469333,-38.073433,SNA01,AP3
03-11-2019 01:44,78.512,-38.033033,SNA01,AP3
03-11-2019 01:49,78.55805,-37.978267,SNA01,AP3
03-11-2019 01:54,78.5927,-37.939233,SNA01,AP3
03-11-2019 01:59,78.62395,-37.9089,SNA01,AP3
03-11-2019 02:05,78.670717,-37.875017,SNA01,AP3
03-11-2019 02:10,78.7087,-37.83975,SNA01,AP3
03-11-2019 02:15,78.739683,-37.79615,SNA01,AP3
03-11-2019 02:21,78.731483,-37.778233,SNA01,AP3
03-11-2019 02:26,78.736067,-37.77665,SNA01,AP3
03-11-2019 02:31,78.757567,-37.742017,SNA01,AP3
03-11-2019 02:36,78.775867,-37.728567,SNA01,AP3
03-11-2019 02:41,78.816317,-37.693467,SNA01,AP3
03-11-2019 02:47,78.833983,-37.671233,SNA01,AP3
03-11-2019 02:52,78.865,-37.63085,SNA01,AP3
03-11-2019 02:58,78.883317,-37.622167,SNA01,AP3
03-11-2019 03:03,78.909867,-37.588833,SNA01,AP3
03-11-2019 03:08,78.929417,-37.5479,SNA01,AP3
03-11-2019 03:13,78.941583,-37.509483,SNA01,AP3
03-11-2019 03:18,78.985633,-37.501617,SNA01,AP3
03-11-2019 03:23,79.014967,-37.474917,SNA01,AP3
03-11-2019 03:29,79.026183,-37.445633,SNA01,AP3
03-11-2019 03:34,79.0778,-37.414267,SNA01,AP3
03-11-2019 03:39,79.115383,-37.381367,SNA01,AP3
03-11-2019 03:44,79.15705,-37.339317,SNA01,AP3
03-11-2019 03:49,79.203133,-37.317967,SNA01,AP3
03-11-2019 03:55,79.23625,-37.300667,SNA01,AP3
03-11-2019 04:00,79.28625,-37.278383,SNA01,AP3
